"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"181",100,830,"R_5U5YA0eVFhITDG9",1,"int.events","","I took my dogs hiking. My son has a birthday we are celebrating today. II met some friends for happy hour yesterday. We had thunderstorms. We went shopping for birthday presents.","","","","","","",4,5,"Views about ourselves and the country","not sure",1,"yes",1,2,2,"","","USA_02c"
"182",100,770,"R_5q8PQ9LVIGKCmKl",1,"int.events","","My cat turned my light in my closet on all by himself, it was funny.
Today I watched a Netflix movie, and it had a sad ending.
I tried my best to have a conversation about a movie I saw in theaters yesterday, but I felt ignored.
Then I tried to make a new pasta dish for lunch, it was okay but not worth the ingredient cost.
I am also very tired today, because I didn't get much sleep last night-- so I am taking steps to sleep earlier tonight.","","","","","","",4,5,"Our emotions and belief systems and how they affect our worldview","Probably that the less religious or socially attached you are, the less faith in society",1,"Sometimes, I often forget to journal and it ruins the streak or benefit.",1,2,2,"","Thank you for the study, I appreciate it. I am willing to participate in future studies. I struggle with mental health and tend to have strong emotional responses. Have a great week! :)","USA_02c"
"183",100,955,"R_3p87456rU3f6SEp",1,"int.events","","Nothing interesting really happened to me. I took my dogs out and to the bathroom. It rained outside. I did studies like normal. I ate some pizza. I played some games on my phone to earn some more money. My life has no real interesting things or excitement.","","","","","","",4,5,"How our beliefs impact our outlooks and decisions.","Does self perception influence outlook?",1,"No",3,2,2,"","","USA_02c"
"184",100,961,"R_30E3vdcwzltmZ1f",1,"letter","","","","My mom, the greatest woman ever! I am so thankful for everything you have done for me. Taking care of me since I was little, being my best friend, mentor, leader, and teacher, you have done an amazing job preparing me for the life I want to live. No matter how you feel. you always make me think everything is going to be okay. Any obstacle you faced when I was growing up, you sheltered me from which I am eternally grateful. You have lived 1000 lives, and keep your kindness in each of them. Thank you for the gift of life, and the gift of friendship!!!","","","","",4,5,"Family life, being grateful, etc","how does your level of thanks correlate with religion and family life",2,"",1,2,2,"","","USA_02c"
"185",100,859,"R_1hUuYHLqyizdGV3",1,"events","1. Seeing my friends from high school and going to the Botanic Garden
2. Chatting with my friend online about relationships
3. Going to work and doing some end of year cleaning on my classroom
4. Figuring out how to finally get the melted sticky tack off my white board
5. Realizing I have to work my tour guide job tonight","","","","","","","",4,5,"gratitude based on social situations","What social factors affect gratitude?",1,"yes",1,2,2,"","","USA_02c"
"186",100,778,"R_7SqLnwigyo4Tezi",1,"list","","","Having a reliable vehicle, place to sleep, enough money to eat, enough water, friendly public","","","","","",4,5,"Focus","How much participants pay attention",2,"",3,2,2,"","no","USA_02c"
"187",100,961,"R_3LZwhO6aMpc1aw1",1,"text","","","","","Hey, I just wanted to say thank you for always being there for me and allowing me to talk about my thoughts/feelings. I really enjoy being your friend and I hope that we're able to continue being friends for a long time :)","","","",4,4,"my emotions/perspectives towards things","unsure",1,"maybe",1,2,2,"","no","USA_02c"
"188",100,12253,"R_532X8kXmuV6YRF1",1,"measure","","","","","","","","",4,5,"classes","don't know",2,"",3,2,2,"","no","USA_02c"
"189",100,880,"R_1lyorIRR8NJhrNR",1,"letter","","","","dear, friend thank you for being there for my my senior year of high school when I was sure that I was very much alone. due to your compassion and kindness im am still hear to this day and I am forever grateful for the impact that you have had on my life and showing me that you aren't alone no matter what ","","","","",4,4,"no clue","not sure",1,"yes",1,2,2,"","","USA_02c"
"190",100,705,"R_5ra5ENCUK7tjlKN",1,"god.letter","","","","","","","","Spiritual entity, thank you for the benefits you have provided me. THere are a few instances that I can think of where I have asked for something and been given it in return. I have been very lucky and have had my prayers/requests answered. Your timing is usually very helpful and beneficial. I wish you were able to impact some bigger parts of my life, but I still thank you for what you have done.",4,4,"religion and views about others","more religious people view others more similar",2,"",3,2,2,"","","USA_02c"
"191",100,840,"R_6BYkG41YvAkOCzR",1,"god.letter","","","","","","","","I am grateful to a higher power for looking out for me and protecting me and my loved ones. I think I believe in G-d, but sometimes I do question. ",4,5,"emotions","I have no idea...",2,"",1,2,2,"","No","USA_02c"
"192",100,914,"R_5j9hbl6dYvMlr0l",1,"events","A friend booked a room at the same hotel where I will be staying next week on vacation...ruining the week.
I ate something bad on Memorial Day and got sick.
I fell down the cellar steps and hurt my knee.
Got the grass cut before the rain started.
Cleaned the bathroom cleaned.","","","","","","","",4,5,"Self esteem","No idea",2,"",2,2,2,"","no","USA_02c"
"193",100,933,"R_6lgUTAM6zjid6Q4",1,"letter","","","","Dear AP, 
It's only been a year and I trust you with my life. You are an incredibly kind, generous, compassionate, and devoted friend, and I truly think that everyone's lives would be a little brighter if they all had someone had like you. You are a joy and a relief to be around and I've never met a person within a dance environment that I trusted faster than I trusted you. I know that I can talk to you about anything and you'll drop everything to be there for me and I hope you feel the same way about me. You've been with me through some terribly dark and bleak moments and I look to you for comfort and companionship whenever I'm in the studio and beyond that. Thank you for everything you've done for me in the past year alone and all that you are. ","","","","",4,4,NA,NA,1,"Yes. ",1,2,2,"",NA,"USA_02c"
"194",100,736,"R_5A9mwM0sJmBAq5P",1,"int.events","","I was happy that my new song got more plays than I'm used to.
I had a very nice client today.
I slept well last night.
Someone raced around me on the road which stressed me out
I made a delicious smoothie","","","","","","",4,4,"various psychological things","I""m not sure",1,"Yes",1,2,2,"","Nope","USA_02c"
"195",100,908,"R_1PuVALDtO6zpJ4J",1,"god.letter","","","","","","","","I would refer to this entity as God. I believe them to be a spirit that exists in Heaven and whom has some minor control over what happens in our lives. 

Dear God, thank you for supporting me in my creation of a wonderful family, a great job, a beautiful home and a life that I love. ",4,5,"Perceptions about choices amongst the public","Whether or not people are swayed by others",1,"Yes",1,2,2,"","","USA_02c"
"196",100,925,"R_6xLiBpYPg1GtS5y",1,"measure","","","","","","","","",4,4,"Online Emotions and Beliefs Study","how people think in digital contexts about their social and emotional lives.",2,"",2,2,2,"","","USA_02c"
"197",100,849,"R_3qKCJ75VbQtGNdT",1,"sub","","","","","","","Over the past 24 hours, I am grateful for my morning coffee, a pleasant conversation with a friend, a productive work session, a delicious homemade dinner, and a relaxing evening walk.

If I had to choose one, I'd pick the pleasant conversation with a friend. If that moment was not present in my life, I would feel less connected and supported. Having friends to talk to, share experiences with, and lean on during tough times is incredibly valuable. Without that conversation, my day would have felt lonelier and less fulfilling.","",4,4,"I'm not sure!","That's hard to tell. Maybe if religious people were dumber than non-religious. I'm not sure.",2,"",3,2,1,"I used wordcounter.net ","Not that I can think of. Thank you.","USA_02c"
